V1	V2	V3	V4	V5	V6
3133	3	HLA-E	6p21.3	major histocompatibility complex, class I, E	 200904_at,200905_x_at,217456_x_at
3135	5	HLA-G	6p21.3	major histocompatibility complex, class I, G	 210514_x_at,211528_x_at,211529_x_at,211530_x_at,217436_x_at
3159	2	HMGA1	6p21	high mobility group AT-hook 1	 206074_s_at,210457_x_at
8091	9	HMGA2	12q15	high mobility group AT-hook 2	 1558682_at,1558683_a_at,1559891_at,1561633_at,1567223_at,1567224_at,1568286_at,1568287_at,208025_s_at
3148	2	HMGB2	4q31	high-mobility group box 2	 208808_s_at,236091_at
6927	2	HNF1A	12q22-qter|12q24.2	HNF1 homeobox A	 210515_at,216930_at
3211	1	HOXB1	17q21.3	homeobox B1	208224_at
3213	2	HOXB3	17q21.3	homeobox B3	 208414_s_at,228904_at
3214	1	HOXB4	17q21-q22	homeobox B4	231767_at
3218	3	HOXB8	17q21.3	homeobox B8	 221278_at,229667_s_at,230114_at
3265	1	HRAS	11p15.5	v-Ha-ras Harvey rat sarcoma viral oncogene homolog	212983_at
3320	4	HSP90AA1	14q32.33	heat shock protein 90kDa alpha (cytosolic), class A member 1	 210211_s_at,211968_s_at,211969_at,214328_s_at
3312	4	HSPA8	11q24.1	heat shock 70kDa protein 8	 208687_x_at,210338_s_at,221891_x_at,224187_x_at
3364	3	HUS1	7p13-p12	HUS1 checkpoint homolog (S. pombe)	 204883_s_at,204884_s_at,217618_x_at
3399	1	ID3	1p36.13-p36.12	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	207826_s_at
3452	1	IFNA21	9p22	interferon, alpha 21	211145_x_at
3480	5	IGF1R	15q26.3	insulin-like growth factor 1 receptor	 203627_at,203628_at,208441_at,225330_at,243358_at
3485	1	IGFBP2	2q33-q34	insulin-like growth factor binding protein 2, 36kDa	202718_at
3486	2	IGFBP3	7p13-p12	insulin-like growth factor binding protein 3	 210095_s_at,212143_s_at
3596	1	IL13	5q31	interleukin 13	207844_at
3600	2	IL15	4q31	interleukin 15	 205992_s_at,217371_s_at
9173	4	IL1RL1	2q12	interleukin 1 receptor-like 1	 207526_s_at,210442_at,234066_at,242809_at
3621	3	ING1	13q34	inhibitor of growth family, member 1	 208415_x_at,209808_x_at,210350_x_at
51147	2	ING4	12p13.31	inhibitor of growth family, member 4	 218234_at,48825_at
3635	4	INPP5D	2q37.1	inositol polyphosphate-5-phosphatase, 145kDa	 1568943_at,203331_s_at,203332_s_at,233545_at
3643	5	INSR	19p13.3-p13.2	insulin receptor	 207851_s_at,213792_s_at,226212_s_at,226216_at,226450_at
8826	3	IQGAP1	15q26.1	IQ motif containing GTPase activating protein 1	 200791_s_at,210840_s_at,213446_s_at
3667	4	IRS1	2q36	insulin receptor substrate 1	 204686_at,235392_at,238933_at,242979_at
3680	4	ITGA9	3p21.3	integrin, alpha 9	 1555335_at,1555336_a_at,206009_at,227297_at
3683	2	ITGAL	16p11.2	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)	 1554240_a_at,213475_s_at
3685	1	ITGAV	2q31-q32	integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)	202351_at
3688	8	ITGB1	10p11.2	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	 1553530_a_at,1553678_a_at,1561042_at,211945_s_at,215878_at,215879_at,216178_x_at,216190_x_at
3689	3	ITGB2	21q22.3	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	 1555349_a_at,202803_s_at,236988_x_at
3702	1	ITK	5q31-q32	IL2-inducible T-cell kinase	211339_s_at
182	5	JAG1	20p12.1-p11.23	jagged 1 (Alagille syndrome)	 209097_s_at,209098_s_at,209099_x_at,216268_s_at,231183_s_at
3717	3	JAK2	9p24	Janus kinase 2 (a protein tyrosine kinase)	 1562031_at,205841_at,205842_s_at
3725	4	JUN	1p32-p31	jun oncogene	 201464_x_at,201465_s_at,201466_s_at,213281_at
3741	1	KCNA5	12p13	potassium voltage-gated channel, shaker-related subfamily, member 5	206762_at
3791	1	KDR	4q11-q12	kinase insert domain receptor (a type III receptor tyrosine kinase)	203934_at
57724	7	KIAA1632	18q12.3-q21.1	KIAA1632	 1563471_at,227638_at,228453_at,232030_at,232031_s_at,234048_s_at,236108_at
9371	2	KIF3B	20q11.21	kinesin family member 3B	 203943_at,225205_at
3815	1	KIT	4q11-q12	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	205051_s_at
9314	2	KLF4	9q31	Kruppel-like factor 4 (gut)	 220266_s_at,221841_s_at
1316	5	KLF6	10p15	Kruppel-like factor 6	 1555832_s_at,208960_s_at,208961_s_at,211610_at,224606_at
5650	2	KLK7	19q13.33	kallikrein-related peptidase 7	 205778_at,239381_at
11202	3	KLK8	19q13.3-q13.4	kallikrein-related peptidase 8	 1552319_a_at,206125_s_at,233687_s_at
3821	1	KLRC1	12p13	killer cell lectin-like receptor subfamily C, member 1	206785_s_at
3838	2	KPNA2	17q24.2	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	 201088_at,211762_s_at
3845	5	KRAS	12p12.1	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	 1559203_s_at,1559204_x_at,204009_s_at,204010_s_at,214352_s_at
283455	2	KSR2	12q24.22-q24.23	kinase suppressor of ras 2	 1553491_at,230551_at
3895	3	KTN1	14q22.1	kinectin 1 (kinesin receptor)	 200914_x_at,200915_x_at,214709_s_at
3916	4	LAMP1	13q34	lysosomal-associated membrane protein 1	 201551_s_at,201552_at,201553_s_at,213728_at
26524	4	LATS2	13q11-q12	LATS, large tumor suppressor, homolog 2 (Drosophila)	 223379_s_at,223380_s_at,227013_at,230348_at
54900	1	LAX1	1q32.1	lymphocyte transmembrane adaptor 1	207734_at
3932	2	LCK	1p34.3	lymphocyte-specific protein tyrosine kinase	 204890_s_at,204891_s_at
3939	1	LDHA	11p15.4	lactate dehydrogenase A	200650_s_at
3956	1	LGALS1	22q13.1	lectin, galactoside-binding, soluble, 1	201105_at
3958	2	LGALS3	14q21-q22	lectin, galactoside-binding, soluble, 3	 1557197_a_at,208949_s_at
3959	1	LGALS3BP	17q25	lectin, galactoside-binding, soluble, 3 binding protein	200923_at
9211	1	LGI1	10q24	leucine-rich, glioma inactivated 1	206349_at
3977	4	LIFR	5p13-p12	leukemia inhibitory factor receptor alpha	 205876_at,225571_at,225575_at,227771_at
8825	2	LIN7A	12q21	lin-7 homolog A (C. elegans)	 206440_at,240027_at
402176	1	RPL21P44	4q12	ribosomal protein L21 pseudogene 44	216479_at
10446	3	LRRN2	1q32.1	leucine rich repeat neuronal 2	 205154_at,216164_at,216167_at
4057	1	LTF	3p21.31	lactotransferrin	202018_s_at
4067	3	LYN	8q13	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog	 202625_at,202626_s_at,210754_s_at
8379	1	MAD1L1	7p22	MAD1 mitotic arrest deficient-like 1 (yeast)	204857_at
4094	5	MAF	16q22-q23	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	 1566323_at,1566324_a_at,206363_at,209347_s_at,209348_s_at
4100	1	MAGEA1	Xq28	melanoma antigen family A, 1 (directs expression of antigen MZ2-E)	207325_x_at
4129	3	MAOB	Xp11.23	monoamine oxidase B	 1561009_at,1561010_a_at,204041_at
4133	2	MAP2	2q34-q35	microtubule-associated protein 2	 210015_s_at,225540_at
6416	2	MAP2K4	17p11.2	mitogen-activated protein kinase kinase 4	 203265_s_at,203266_s_at
5609	5	MAP2K7	19p13.3-p13.2	mitogen-activated protein kinase kinase 7	 209951_s_at,209952_s_at,216206_x_at,226023_at,226053_at
9020	1	MAP3K14	17q21	mitogen-activated protein kinase kinase kinase 14	205192_at
10746	6	MAP3K2	2q14.3	mitogen-activated protein kinase kinase kinase 2	 1565130_at,1565131_x_at,221695_s_at,226979_at,235011_at,235254_at
9064	3	MAP3K6	1p36.11	mitogen-activated protein kinase kinase kinase 6	 1552631_a_at,219278_at,229960_at
5594	7	MAPK1	22q11.2|22q11.21	mitogen-activated protein kinase 1	 1552263_at,1552264_a_at,208351_s_at,212271_at,224620_at,224621_at,229847_at
5602	1	MAPK10	4q22.1-q23	mitogen-activated protein kinase 10	204813_at
5600	3	MAPK11	22q13.33	mitogen-activated protein kinase 11	 206040_s_at,211499_s_at,211500_at
5603	2	MAPK13	6p21.31	mitogen-activated protein kinase 13	 210058_at,210059_s_at
1432	4	MAPK14	6p21.3-p21.2	mitogen-activated protein kinase 14	 202530_at,210449_x_at,211087_x_at,211561_x_at
225689	2	MAPK15	-	mitogen-activated protein kinase 15	 241357_at,241528_at
5595	1	MAPK3	16p11.2	mitogen-activated protein kinase 3	212046_x_at
5598	2	MAPK7	17p11.2	mitogen-activated protein kinase 7	 207292_s_at,35617_at
5599	5	MAPK8	10q11.22	mitogen-activated protein kinase 8	 210477_x_at,210671_x_at,226046_at,226048_at,229664_at
5601	3	MAPK9	5q35	mitogen-activated protein kinase 9	 203218_at,210570_x_at,225781_at
92979	2	9-Mar	12q14.1	membrane-associated ring finger (C3HC4) 9	 226454_at,230001_at
4139	4	MARK1	1q41	MAP/microtubule affinity-regulating kinase 1	 1560407_at,221047_s_at,226653_at,231613_at
57787	2	MARK4	19q13.3	MAP/microtubule affinity-regulating kinase 4	 221560_at,55065_at
4176	2	MCM7	7q21.3-q22.1	minichromosome maintenance complex component 7	 208795_s_at,210983_s_at
4193	5	MDM2	12q14.3-q15	Mdm2 p53 binding protein homolog (mouse)	 205385_at,205386_s_at,211832_s_at,217373_x_at,237891_at
4194	7	MDM4	1q32	Mdm4 p53 binding protein homolog (mouse)	 205655_at,225740_x_at,225742_at,235162_at,235589_s_at,236814_at,241876_at
9833	1	MELK	9p13.2	maternal embryonic leucine zipper kinase	204825_at
4221	1	MEN1	11q13	multiple endocrine neoplasia I	202645_s_at
4223	2	MEOX2	7p22.1-p21.3	mesenchyme homeobox 2	 206201_s_at,206202_at
4233	4	MET	7q31	met proto-oncogene (hepatocyte growth factor receptor)	 203510_at,211599_x_at,213807_x_at,213816_s_at
4234	1	METTL1	12q13	methyltransferase like 1	204027_s_at
4255	1	MGMT	10q26	O-6-methylguanine-DNA methyltransferase	204880_at
4282	2	MIF	22q11.23	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	 1556316_s_at,217871_s_at
57591	5	MKL1	22q13	megakaryoblastic leukemia (translocation) 1	 1555763_x_at,1559902_at,212748_at,215291_at,215292_s_at
4292	1	MLH1	3p21.3	mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)	202520_s_at
9757	3	MLL4	19q13.1	-	 203419_at,217069_at,217075_x_at
4324	2	MMP15	16q13-q21	matrix metallopeptidase 15 (membrane-inserted)	 203365_s_at,243883_at
4313	3	MMP2	16q13-q21	matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)	 1566677_at,1566678_at,201069_at
4318	1	MMP9	20q11.2-q13.1	matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)	203936_s_at
4330	1	MN1	22q11|22q12.1	meningioma (disrupted in balanced translocation) 1	205330_at
4342	1	MOS	8q11	v-mos Moloney murine sarcoma viral oncogene homolog	221367_at
26002	3	MOXD1	6q23.1-q23.3	monooxygenase, DBH-like 1	 1554474_a_at,209708_at,243697_at
4436	1	MSH2	2p22-p21	mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)	209421_at
2956	4	MSH6	2p16	mutS homolog 6 (E. coli)	 202911_at,211449_at,211450_s_at,240148_at
4440	1	MSI1	12q24.1-q24.31	musashi homolog 1 (Drosophila)	206333_at
4478	1	MSN	Xq11.2-q12	moesin	200600_at
4507	6	MTAP	9p21	methylthioadenosine phosphorylase	 204956_at,211363_s_at,211364_at,216685_s_at,217134_at,231984_at
4595	1	MUTYH	1p34.3-p32.1	mutY homolog (E. coli)	207727_s_at
4599	1	MX1	21q22.3	myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse)	202086_at
4601	1	MXI1	10q24-q25	MAX interactor 1	202364_at
4609	2	MYC	8q24.21	v-myc myelocytomatosis viral oncogene homolog (avian)	 202431_s_at,244089_at
4613	4	MYCN	2p24.1	v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)	 209756_s_at,209757_s_at,211377_x_at,234376_at
85366	1	MYLK2	20q13.31	myosin light chain kinase 2	231792_at
4643	1	MYO1E	15q21-q22	myosin IE	203072_at
23522	5	MYST4	10q22.2	MYST histone acetyltransferase (monocytic leukemia) 4	 1562236_at,211874_s_at,212452_x_at,212462_at,214496_x_at
10135	4	NAMPT	7q22.2	nicotinamide phosphoribosyltransferase	 1555167_s_at,217738_at,217739_s_at,243296_at
4683	5	NBN	8q21	nibrin	 202905_x_at,202906_s_at,202907_s_at,217299_s_at,240510_at
8031	1	NCOA4	10q11.2	nuclear receptor coactivator 4	210774_s_at
4705	3	NDUFA10	2q37.3	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa	 1554719_at,1555548_at,217860_at
51079	1	NDUFA13	19p13.2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13	220864_s_at
152110	1	NEK10	3p24.1	NIMA (never in mitosis gene a)- related kinase 10	237227_at
79858	3	NEK11	3q22.1	NIMA (never in mitosis gene a)- related kinase 11	 1554380_at,1555082_a_at,219542_at
4753	1	NELL2	12q13.11-q13.12	NEL-like 2 (chicken)	203413_at
10763	2	NES	1q23.1	nestin	 218678_at,229346_at
4763	10	NF1	17q11.2	neurofibromin 1	 204323_x_at,204325_s_at,210631_at,211094_s_at,211095_at,211914_x_at,212676_at,212678_at,216115_at,243476_at
51701	3	NLK	17q11.2	nemo-like kinase	 218318_s_at,222589_at,222590_s_at
4829	1	NMBR	6q21-qter	neuromedin B receptor	207333_at
4832	1	NME3	16q13	non-metastatic cells 3, protein expressed in	204862_s_at
4837	3	NNMT	11q23.1	nicotinamide N-methyltransferase	 202237_at,202238_s_at,231559_at
4846	2	NOS3	7q36	nitric oxide synthase 3 (endothelial cell)	 205581_s_at,229093_at
4893	2	NRAS	1p13.2	neuroblastoma RAS viral (v-ras) oncogene homolog	 202647_s_at,224985_at
4916	9	NTRK3	15q25	neurotrophic tyrosine kinase, receptor, type 3	 1557795_s_at,206462_s_at,213960_at,215025_at,215115_x_at,215311_at,217033_x_at,217377_x_at,228849_at
4926	5	NUMA1	11q13	nuclear mitotic apparatus protein 1	 1554663_a_at,200747_s_at,214250_at,214251_s_at,235539_at
8650	4	NUMB	14q24.3	numb homolog (Drosophila)	 207545_s_at,209073_s_at,230462_at,236930_at
8021	3	NUP214	9q34.1	nucleoporin 214kDa	 202155_s_at,211261_at,228902_at
116448	1	OLIG1	21q22.11	oligodendrocyte transcription factor 1	228170_at
10215	2	OLIG2	21q22.11	oligodendrocyte lineage transcription factor 2	 213824_at,213825_at
4974	2	OMG	17q11.2	oligodendrocyte myelin glycoprotein	 207093_s_at,238720_at
10956	2	OS9	12q13	osteosarcoma amplified 9, endoplasmic reticulum associated protein	 200714_x_at,215399_s_at
10161	2	P2RY5	13q14	purinergic receptor P2Y, G-protein coupled, 5	 1557763_at,218589_at
8505	1	PARG	10q11.23	poly (ADP-ribose) glycohydrolase	205060_at
5079	1	PAX5	9p13	paired box 5	206802_at
5080	2	PAX6	11p13	paired box 6	 205646_s_at,235795_at
5111	2	PCNA	20pter-p12	proliferating cell nuclear antigen	 201202_at,217400_at
5155	4	PDGFB	22q12.3-q13.1|22q13.1	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	 204200_s_at,216055_at,216061_x_at,217112_at
5156	4	PDGFRA	4q11-q13	platelet-derived growth factor receptor, alpha polypeptide	 1554828_at,203131_at,211533_at,215305_at
5159	1	PDGFRB	5q31-q32	platelet-derived growth factor receptor, beta polypeptide	202273_at
5164	2	PDK2	17q21.33	pyruvate dehydrogenase kinase, isozyme 2	 202590_s_at,213724_s_at
5170	4	PDPK1	16p13.3	3-phosphoinositide dependent protein kinase-1	 204524_at,221244_s_at,224986_s_at,32029_at
10630	4	PDPN	1p36.21	podoplanin	 204879_at,208233_at,221898_at,226658_at
51230	5	PHF20	20q11.22-q11.23	PHD finger protein 20	 1569906_s_at,206567_s_at,209422_at,209423_s_at,235389_at
55023	3	PHIP	6q14	pleckstrin homology domain interacting protein	 1557362_at,1557363_a_at,212542_s_at
23239	2	PHLPP	18q21.33	PH domain and leucine rich repeat protein phosphatase	 210919_at,212719_at
51050	2	PI15	8q21.11	peptidase inhibitor 15	 207938_at,229947_at
5287	1	PIK3C2B	1q32	phosphoinositide-3-kinase, class 2, beta polypeptide	204484_at
5290	3	PIK3CA	3q26.3	phosphoinositide-3-kinase, catalytic, alpha polypeptide	 204369_at,231854_at,235980_at
5295	3	PIK3R1	5q13.1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	 212239_at,212240_s_at,212249_at
5296	3	PIK3R2	19q13.2-q13.4	phosphoinositide-3-kinase, regulatory subunit 2 (beta)	 1568629_s_at,207105_s_at,229392_s_at
8503	3	PIK3R3	1p34.1	phosphoinositide-3-kinase, regulatory subunit 3 (gamma)	 202743_at,211580_s_at,241325_at
5292	1	PIM1	6p21.2	pim-1 oncogene	209193_at
5305	2	PIP4K2A	10p12.2	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha	 205570_at,212829_at
79837	1	PIP4K2C	12q13.3	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma	218942_at
5585	1	PKN1	19p13.1-p12	protein kinase N1	202161_at
5324	1	PLAG1	8q12	pleiomorphic adenoma gene 1	205372_at
5326	2	PLAGL2	20q11.21	pleiomorphic adenoma gene-like 2	 202924_s_at,202925_s_at
5371	10	PML	15q22	promyelocytic leukemia	 206503_x_at,209640_at,210362_x_at,211012_s_at,211013_x_at,211014_s_at,211588_s_at,211589_at,235508_at,239582_at
5378	3	PMS1	2q31-q33|2q31.1	PMS1 postmeiotic segregation increased 1 (S. cerevisiae)	 1554742_at,1554743_x_at,213677_s_at
5395	4	PMS2	7p22.2	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)	 209805_at,216039_at,217485_x_at,221206_at
23509	2	POFUT1	20q11	protein O-fucosyltransferase 1	 210433_at,212349_at
5423	1	POLB	8p11.2	polymerase (DNA directed), beta	203616_at
5451	4	POU2F1	1q22-q23	POU class 2 homeobox 1	 206789_s_at,227254_at,229753_at,244006_at
5465	9	PPARA	22q12-q13.1|22q13.31	peroxisome proliferator-activated receptor alpha	 1558631_at,1560981_a_at,206870_at,210771_at,223437_at,223438_s_at,226978_at,237142_at,244689_at
5468	1	PPARG	3p25	peroxisome proliferator-activated receptor gamma	208510_s_at
5501	1	PPP1CC	12q24.1-q24.2	protein phosphatase 1, catalytic subunit, gamma isoform	200726_at
84919	1	PPP1R15B	1q32.1	protein phosphatase 1, regulatory (inhibitor) subunit 15B	224692_at
5515	1	PPP2CA	5q31.1	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	208652_at
5522	6	PPP2R2C	4p16.1	protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma isoform	 223573_s_at,223574_x_at,228010_at,228025_s_at,228137_s_at,228140_s_at
5528	2	PPP2R5D	6p21.1	protein phosphatase 2, regulatory subunit B', delta isoform	 202513_s_at,211159_s_at
23532	1	PRAME	22q11.22	preferentially expressed antigen in melanoma	204086_at
5052	1	PRDX1	1p34.1	peroxiredoxin 1	208680_at
5551	2	PRF1	10q22	perforin 1 (pore forming protein)	 1553681_a_at,214617_at
5576	5	PRKAR2A	3p21.3-p21.2	protein kinase, cAMP-dependent, regulatory, type II, alpha	 204842_x_at,204843_s_at,213052_at,225000_at,225011_at
5578	5	PRKCA	17q22-q23.2	protein kinase C, alpha	 1560074_at,206923_at,213093_at,215194_at,215195_at
5579	6	PRKCB	16p11.2	protein kinase C, beta	 207957_s_at,209685_s_at,227817_at,227824_at,228795_at,230437_s_at
5580	1	PRKCD	3p21.31	protein kinase C, delta	202545_at
5582	2	PRKCG	19q13.4	protein kinase C, gamma	 206270_at,236195_x_at
5583	2	PRKCH	14q22-q23	protein kinase C, eta	 206099_at,218764_at
5584	3	PRKCI	3q26.3	protein kinase C, iota	 209677_at,209678_s_at,213518_at
5588	2	PRKCQ	10p15	protein kinase C, theta	 210038_at,210039_s_at
5590	2	PRKCZ	1p36.33-p36.2	protein kinase C, zeta	 1569748_at,202178_at
5587	2	PRKD1	14q11	protein kinase D1	 205880_at,217705_at
25865	3	PRKD2	19q13.3	protein kinase D2	 209282_at,241669_x_at,38269_at
5591	3	PRKDC	8q11	protein kinase, DNA-activated, catalytic polypeptide	 208694_at,210543_s_at,215757_at
5621	3	PRNP	20p13	prion protein	 1556190_s_at,201300_s_at,215707_s_at
5629	4	PROX1	1q32.2-q32.3	prospero homeobox 1	 207401_at,228656_at,229376_at,242119_at
8899	3	PRPF4B	6p25.2	PRP4 pre-mRNA processing factor 4 homolog B (yeast)	 202126_at,202127_at,211090_s_at
5727	4	PTCH1	9q22.3	patched homolog 1 (Drosophila)	 1555520_at,208522_s_at,209815_at,209816_at
5728	10	PTEN	10q23.3	phosphatase and tensin homolog	 204053_x_at,204054_at,211711_s_at,217492_s_at,222176_at,225363_at,227469_at,233254_x_at,233314_at,242622_x_at
2185	2	PTK2B	8p21.1	PTK2B protein tyrosine kinase 2 beta	 203110_at,203111_s_at
5764	4	PTN	7q33-q34	pleiotrophin	 208408_at,209465_x_at,209466_x_at,211737_x_at
8073	4	PTP4A2	1p35	protein tyrosine phosphatase type IVA, member 2	 208615_s_at,208616_s_at,208617_s_at,216988_s_at
5770	4	PTPN1	20q13.1-q13.2	protein tyrosine phosphatase, non-receptor type 1	 202716_at,217686_at,217689_at,239526_x_at
5781	6	PTPN11	12q24	protein tyrosine phosphatase, non-receptor type 11	 1552637_at,205867_at,205868_s_at,209895_at,209896_s_at,212610_at
5771	6	PTPN2	18p11.3-p11.2	protein tyrosine phosphatase, non-receptor type 2	 204935_at,213136_at,213137_s_at,241622_at,241623_at,241983_at
80324	1	PUS1	12q24.33	pseudouridylate synthase 1	218670_at
29108	1	PYCARD	16p12-p11.2	PYD and CARD domain containing	221666_s_at
9545	2	RAB3D	19p13.2	RAB3D, member RAS oncogene family	 208466_at,225001_at
5881	1	RAC3	17q25.3	ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)	206103_at
5908	1	RAP1B	12q14	RAP1B, member of RAS oncogene family	200833_s_at
65059	5	RAPH1	2q33	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	 1552482_at,225186_at,225188_at,225189_s_at,231075_x_at
5925	2	RB1	13q14.2	retinoblastoma 1	 203132_at,211540_s_at
5934	2	RBL2	16q12.2	retinoblastoma-like 2 (p130)	 212331_at,212332_at
5947	2	RBP1	3q23	retinol binding protein 1, cellular	 203423_at,239782_at
9401	2	RECQL4	8q24.3	RecQ protein-like 4	 1553015_a_at,213520_at
5966	2	REL	2p13-p12	v-rel reticuloendotheliosis viral oncogene homolog (avian)	 206035_at,206036_s_at
5979	3	RET	10q11.2	ret proto-oncogene	 205879_x_at,211421_s_at,215771_x_at
387	3	RHOA	3p21.3	ras homolog gene family, member A	 1555814_a_at,200059_s_at,240337_at
