id.a	id.b	pmid	txt	db
87	5585	11802708	Affinity Capture-Western	BioGRID
87	5585	9030526,11802708	-	HPRD
87	5834	12211109	Reconstituted Complex	BioGRID
87	8851	12223541	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
87	8941	12223541	Reconstituted Complex; Two-hybrid	BioGRID
87	8941	12223541	-	HPRD
87	117178	12446711	Affinity Capture-Western; Reconstituted Complex	BioGRID
87	117178	12446711	-	HPRD
87	9499	12499399	Affinity Capture-Western	BioGRID
87	9499	12499399	-	HPRD
87	2203	12507293	in vivo	BioGRID
87	2203	12507293	-	HPRD
87	5245	12628297	Affinity Capture-Western	BioGRID
87	4110	16189514	Two-hybrid	BioGRID
87	58529	16189514	Two-hybrid	BioGRID
87	58529	11842093	-	HPRD
87	7518	16189514	Two-hybrid	BioGRID
87	2903	11854440	-	HPRD
87	8048	12642359	-	HPRD
87	9618	12023963	TRAF4 interacts with alpha-actinin.	BIND
87	10529	10470015	-	HPRD
87	26136	12695497	-	HPRD
87	51778	11842093	-	HPRD
87	91977	11842093	-	HPRD
87	125950	11724819	-	HPRD
88	2904	9009191	Co-fractionation; Two-hybrid	BioGRID
88	2904	9009191	-	HPRD
88	89	9675099	Affinity Capture-Western; Far Western; Reconstituted Complex	BioGRID
88	63923	9817758	Reconstituted Complex	BioGRID
88	11155	10391924	Affinity Capture-Western	BioGRID
88	11155	10391924	-	HPRD
88	11155	11842093	ZASP interacts with Alpha-actinin 2.	BIND
88	8038	10788519	Affinity Capture-Western; Reconstituted Complex	BioGRID
88	8038	10788519	-	HPRD
88	3741	10812072,12860415	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
88	3741	10812072	-	HPRD
88	9124	10861853	Two-hybrid	BioGRID
88	9124	10861853	-	HPRD
88	58529	10984498	Reconstituted Complex; Two-hybrid	BioGRID
88	58529	10984498	-	HPRD
88	58529	10984498	FATZ interacts with ACTN2.	BIND
88	84665	11309420	Two-hybrid	BioGRID
88	84665	11309420	-	HPRD
88	1742	12435606	Reconstituted Complex	BioGRID
88	1742	12435606	-	HPRD
88	7982	12809483	Two-hybrid	BioGRID
88	27185	12812986	Affinity Capture-Western; Two-hybrid	BioGRID
88	27185	12812986	-	HPRD
88	27185	12812986	DISC-1 interacts with alpha-actinin 2.	BIND
88	1739	12860415	Affinity Capture-Western	BioGRID
88	1739	12860415	-	HPRD
88	6401	8609175	-	HPRD
88	117178	12446711	-	HPRD
88	23022	10931874	-	HPRD
88	51778	11842093	-	HPRD
88	54869	14565974	-	HPRD
88	125950	11724819	-	HPRD
88	283	15737636	ANG interacts with ACTN2. This interaction was modeled on a demonstrated interaction between ANG from unspecified species and human ACTN2.	BIND
88	823	12358155	CAPN1 interacts with ACTN2.	BIND
88	2902	9009191,9728925,9952395	-	HPRD
88	2902	9009191	alpha-actinin-2 interacts with NR1A. This interaction was modeled on a demonstrated interaction between human alpha-actinin-2 and NR1A from an unspecified species.	BIND
88	29967	12809483	-	HPRD
88	91977	11842093	-	HPRD
89	84665	11309420	Two-hybrid	BioGRID
89	84665	11309420	-	HPRD
90	659	7791754	Affinity Capture-Western; Two-hybrid	BioGRID
90	655	8006002	Reconstituted Complex	BioGRID
90	655	8006002	-	HPRD
90	2339	8599089	Two-hybrid	BioGRID
90	2339	8599089	-	HPRD
90	91	8612709	Affinity Capture-Western	BioGRID
90	91	8612709	-	HPRD
90	8200	8702914	Affinity Capture-Western	BioGRID
90	8200	8702914	-	HPRD
90	4086	9748228,10652350	Affinity Capture-Western	BioGRID
90	4086	9748228,10583507,10652350	-	HPRD
90	4090	9748228,10652350	Affinity Capture-Western	BioGRID
90	4090	9748228,10583507,10652350	-	HPRD
90	2022	9872992	Affinity Capture-Western	BioGRID
90	2022	9872992	-	HPRD
90	650	8006002	-	HPRD
90	3547	11266516	-	HPRD
90	3624	11266516	-	HPRD
90	3625	11266516	-	HPRD
90	3626	12651901	-	HPRD
91	659	7791754	Two-hybrid	BioGRID
91	92	8612709,9892009	Affinity Capture-Western	BioGRID
91	92	8612709	-	HPRD
91	93	8612709,8622651	Affinity Capture-Western; Co-purification	BioGRID
91	93	8612709	-	HPRD
91	3624	9202237	Affinity Capture-Western	BioGRID
91	3624	8397373	-	HPRD
91	3625	9202237	Affinity Capture-Western	BioGRID
91	3625	11266516,12032389,15196700	-	HPRD
91	4087	9892009	Affinity Capture-Western	BioGRID
91	4088	9892009	Affinity Capture-Western	BioGRID
91	6642	11279102	Affinity Capture-Western	BioGRID
91	6642	11279102	-	HPRD
91	6643	11279102	Affinity Capture-Western	BioGRID
91	6997	11909953	Reconstituted Complex	BioGRID
91	6997	11909953	-	HPRD
91	4092	12023024	Affinity Capture-Western	BioGRID
91	4092	12023024	-	HPRD
91	331	11356828	An unspecified isoform of ALK4 interacts with XIAP. This interaction was modeled on a demonstrated interaction between ALK4 from an unspecified species and human XIAP.	BIND
91	3547	11266516	-	HPRD
91	9392	11278302	-	HPRD
91	3626	12651901	-	HPRD
91	4089	9892009	-	HPRD
92	8200	8702914	Affinity Capture-Western	BioGRID
92	8200	8702914	-	HPRD
92	3624	9202237,10746731	Affinity Capture-Western	BioGRID
92	3624	11266516	-	HPRD
92	3625	9202237	Affinity Capture-Western	BioGRID
92	3625	11266516	-	HPRD
92	655	9748228	Affinity Capture-Western	BioGRID
92	655	9748228	-	HPRD
92	2022	9872992	Affinity Capture-Western	BioGRID
92	2022	9872992	-	HPRD
92	654	10504300	Affinity Capture-Western	BioGRID
92	654	10504300	-	HPRD
92	3623	10746731	Affinity Capture-Western	BioGRID
92	55333	11882656,15451561	Reconstituted Complex; Two-hybrid	BioGRID
92	55333	11882656,15451561	-	HPRD
92	9863	15451561	Two-hybrid	BioGRID
92	9863	10681527	-	HPRD
92	2661	12135884	-	HPRD
92	3547	11266516	-	HPRD
92	7049	10746731	-	HPRD
92	3626	12651901	-	HPRD
93	8200	8702914	Affinity Capture-Western	BioGRID
93	8200	8702914	-	HPRD
93	3624	9202237	Affinity Capture-Western	BioGRID
93	3624	9202237	-	HPRD
93	3625	9202237	Affinity Capture-Western	BioGRID
93	3625	9202237	-	HPRD
93	655	9748228	Affinity Capture-Western	BioGRID
93	655	9748228	-	HPRD
93	2022	9872992	Affinity Capture-Western	BioGRID
93	654	10504300	Affinity Capture-Western	BioGRID
93	58533	11279102	Affinity Capture-Western	BioGRID
93	58533	11279102	-	HPRD
93	6642	11279102	Affinity Capture-Western	BioGRID
93	6642	11279102	-	HPRD
93	6643	11279102	Affinity Capture-Western	BioGRID
93	2660	11459935	Affinity Capture-Western	BioGRID
93	2660	11459935	-	HPRD
93	55333	11882656	Reconstituted Complex; Two-hybrid	BioGRID
93	55333	11882656,15451561	-	HPRD
93	9392	11278302	-	HPRD
93	3626	12651901	-	HPRD
93	10220	10391213	-	HPRD
93	3547	11266516	-	HPRD
94	7040	10716993	Affinity Capture-Western	BioGRID
94	7040	10716993	-	HPRD
94	58533	11279102	Affinity Capture-Western	BioGRID
94	58533	11279102	-	HPRD
94	9392	11278302	-	HPRD
94	331	11356828	ALK1 interacts with XIAP. This interaction was modeled on a demonstrated interaction between ALK1 from an unspecified species and human XIAP.	BIND
94	7048	10716993	-	HPRD
95	7265	16189514	Two-hybrid	BioGRID
95	95	16189514	Two-hybrid	BioGRID
100	2908	9154805	Reconstituted Complex	BioGRID
100	2908	9154805	-	HPRD
100	135	11125033	Affinity Capture-Western	BioGRID
100	135	11125033	-	HPRD
100	134	12150791	Co-localization	BioGRID
100	134	9247966,12150791	-	HPRD
100	1812	12150791	Co-localization	BioGRID
100	1812	12150791	-	HPRD
100	136	11125033	-	HPRD
100	2885	9299436	-	HPRD
102	1943	10958785	Affinity Capture-Western	BioGRID
102	2885	11741929	Affinity Capture-Western	BioGRID
102	3932	11741929	Affinity Capture-Western	BioGRID
102	4085	11741929	Affinity Capture-Western	BioGRID
102	152503	15280379	-	HPRD
102	152503	15280379	ADAM10 binds to Eve-1d.	BIND
103	7514	11604520	Reconstituted Complex	BioGRID
103	7514	11604520	-	HPRD
107	108	8692867	-	HPRD
108	111	9268375	Co-fractionation	BioGRID
108	111	9268375	-	HPRD
108	2778	9268375	-	HPRD
109	161003	12122055	-	HPRD
111	111	9275169	Two-hybrid	BioGRID
111	111	9268375,9275169	-	HPRD
111	2770	9748257	Co-purification	BioGRID
111	2770	9748257	-	HPRD
111	5997	12604604	Affinity Capture-Western; Reconstituted Complex	BioGRID
111	5997	12604604	-	HPRD
111	2778	9268375	-	HPRD
111	5578	7759492,8206971	-	HPRD
111	5590	8206971	-	HPRD
112	2778	9228084	Phenotypic Enhancement	BioGRID
112	2778	9228084	-	HPRD
112	1139	12748066	Affinity Capture-Western	BioGRID
112	1139	12748066	-	HPRD
116	27151	1335692	Protein-peptide	BioGRID
116	6344	1335692	Protein-peptide	BioGRID
116	117	8253796,10583729	-	HPRD
117	801	15670850	Calmodulin interacts with PACPR.	BIND
118	6708	3600811	Co-fractionation	BioGRID
118	6708	3600811,8626479	-	HPRD
118	801	8626479	Phenotypic Suppression	BioGRID
118	801	8663089	-	HPRD
118	6709	8663089	Reconstituted Complex	BioGRID
118	6709	8663089	-	HPRD
118	6710	8663089	Reconstituted Complex	BioGRID
118	6710	8663089	-	HPRD
118	3398	10585876	Reconstituted Complex	BioGRID
118	3398	10585876	-	HPRD
118	3399	10585876	Reconstituted Complex	BioGRID
118	10808	14733918	Affinity Capture-Western	BioGRID
118	10808	14733918	-	HPRD
118	476	10516168	-	HPRD
118	119	7490111	-	HPRD
119	22895	7707875	Reconstituted Complex	BioGRID
119	22895	7707875,7999065|7999065,9244430	-	HPRD
119	2534	11526103	Affinity Capture-Western; Reconstituted Complex	BioGRID
119	2534	11526103	-	HPRD
119	6709	7642559	-	HPRD
119	801	7490111	-	HPRD
126	126	11274460	-	HPRD
128	128	12484756	Co-crystal Structure	BioGRID
128	128	12484756	-	HPRD
128	1107	16169070	Two-hybrid	BioGRID
131	131	9228021	Co-crystal Structure	BioGRID
131	131	9228021	-	HPRD
133	11318	9535752	-	HPRD
133	3075	11116141	-	HPRD
133	1906	11410113	-	HPRD
133	10203	9620797	-	HPRD
133	4880	12379507	-	HPRD
134	1812	10890919	Affinity Capture-Western	BioGRID
134	1812	10890919	-	HPRD
134	2911	11278325	Affinity Capture-Western	BioGRID
134	2911	11278325	-	HPRD
134	2771	11369591	Affinity Capture-Western	BioGRID
134	2771	11369591	-	HPRD
134	5028	11390975	Affinity Capture-Western	BioGRID
134	5028	11390975	-	HPRD
134	2037	12974671	-	HPRD
134	2775	10521440	-	HPRD
134	2778	10521440	-	HPRD
135	1813	12804599	Affinity Capture-Western; FRET	BioGRID
135	1813	12804599	-	HPRD
135	135	12804599	FRET	BioGRID
136	7430	12080047	Affinity Capture-Western	BioGRID
136	7430	12080047	-	HPRD
136	9351	12080047	Affinity Capture-Western	BioGRID
136	9351	12080047	-	HPRD
136	1630	11048721	-	HPRD
136	9423	11048721	-	HPRD
142	23649	9518481	Affinity Capture-Western; Far Western	BioGRID
142	23649	9518481	-	HPRD
142	5422	9518481,9563011	Affinity Capture-Western; Far Western; in vitro; in vivo	BioGRID
142	5422	9518481,9563011	-	HPRD
142	7157	9565608,15044383	Affinity Capture-Western; Far Western	BioGRID
142	7157	9565608	-	HPRD
142	7515	9584196,15044383	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
142	7515	9584196,14500814	-	HPRD
142	23075	9642267	Co-purification	BioGRID
142	23075	9642267	-	HPRD
142	4605	10744766	Affinity Capture-Western; Reconstituted Complex	BioGRID
142	4605	10744766	-	HPRD
142	10432	11443112	Affinity Capture-Western	BioGRID
142	10432	11443112	-	HPRD
142	5970	11590148	Affinity Capture-Western; Reconstituted Complex	BioGRID
142	5970	11590148	-	HPRD
142	596	11790116	Reconstituted Complex	BioGRID
142	596	11790116	-	HPRD
142	6189	11790116	Reconstituted Complex	BioGRID
142	6189	11790116	-	HPRD
142	10038	11948190	Affinity Capture-Western	BioGRID
142	10038	12217960	-	HPRD
142	1058	12011073	Affinity Capture-Western	BioGRID
142	1058	12011073	-	HPRD
142	1059	12011073	Affinity Capture-Western	BioGRID
142	1059	12011073	-	HPRD
142	9184	12011073	Affinity Capture-Western	BioGRID
142	9184	12011073	-	HPRD
142	23054	12519782	Affinity Capture-MS	BioGRID
142	10039	12640039	Affinity Capture-Western	BioGRID
142	10039	12640039	-	HPRD
142	5111	12930846	Affinity Capture-Western	BioGRID
142	1026	12930846	Reconstituted Complex	BioGRID
142	1026	12930846	-	HPRD
142	23090	14623329	Affinity Capture-Western; Two-hybrid	BioGRID
142	23090	14623329	-	HPRD
142	54840	15044383,15555565	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
142	54840	15044383	-	HPRD
142	54386	15100233	Affinity Capture-MS	BioGRID
142	6886	16407974	Affinity Capture-MS	BioGRID
142	6256	10082530	-	HPRD
142	4790	11590148	-	HPRD
142	5591	9398855	-	HPRD
142	140890	14559993	-	HPRD
142	7067	15808511	PARP-1 interacts with TR-alpha. This interaction was modeled on a demonstrated interaction between human PARP-1 and TR-alpha from an unspecified species.	BIND
142	7486	14734561	WRN interacts with PARP1.	BIND
142	5914	15808511	PARP-1 interacts with RAR-alpha.	BIND
142	5451	9537509	-	HPRD
142	7150	15247263	PARP-1 interacts with Topo I	BIND
142	836	15186778	PARP interacts with Caspase-3. This interaction was modeled on a demonstrated interaction between human PARP and caspase-3 from an unspecified source.	BIND
142	10001	15808511	PARP-1 interacts with Med6.	BIND
142	840	15580265	PARP interacts with caspase-7. This interaction was modelled on a demonstrated interaction between human PARP and fly drICE.	BIND
143	9961	10477748,11855821	Two-hybrid	BioGRID
143	9961	10477748,11855821	-	HPRD
147	1173	12644451	Affinity Capture-Western; Two-hybrid	BioGRID
147	6295	8617782	-	HPRD
147	2767	9481484	-	HPRD
147	6772	10652206	-	HPRD
148	84687	11154706	-	HPRD
148	649	15525470	The carboxy-terminus of alpha-1A-AR interacts with BMP-1.	BIND
150	84687	11154706	Reconstituted Complex	BioGRID
150	7534	10224112	-	HPRD
150	153	12529373	Alpha-2A-AR interacts with beta-1-AR.	BIND
150	1967	9235896	-	HPRD
150	2770	11732925	-	HPRD
150	2775	7887906,11732925	-	HPRD
151	1967	9235896	Reconstituted Complex	BioGRID
151	1967	9235896	-	HPRD
151	84687	11154706	Reconstituted Complex	BioGRID
151	7534	10224112	-	HPRD
151	2771	2169434	-	HPRD
152	1967	9235896	Reconstituted Complex	BioGRID
152	1967	9235896	-	HPRD
152	84687	11154706	Reconstituted Complex	BioGRID
152	7534	10224112	-	HPRD
152	2775	1349607	-	HPRD
153	408	10862778	Reconstituted Complex	BioGRID
153	408	10862778	-	HPRD
153	1742	10995758	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
153	1742	10995758	-	HPRD
153	10755	12724327	Affinity Capture-Western; Two-hybrid	BioGRID
153	10755	12724327	The carboxy terminus of beta-1-AR interacts with GIPC.	BIND
153	114928	15086532	GASP-2 interacts with beta-1-AR.	BIND
153	2885	9843378	beta-1-AR interacts with Grb2.	BIND
153	6456	10535961	Beta-1-AR interacts with SH3p4.  This interaction was modeled on a demonstrated interaction between human Beta-1-AR and rat or cow SH3p4.	BIND
153	6457	10535961	Beta-1-AR interacts with SH3p13.  This interaction was modeled on a demonstrated interaction between human Beta-1-AR and rat SH3p13.	BIND
153	9863	11526121	-	HPRD
153	9737	15086532	GASP-1 interacts with beta-1-AR.	BIND
154	1967	9235896	Reconstituted Complex	BioGRID
154	1967	9235896	-	HPRD
154	1967	9235896	eIF2B-alpha interacts with the cytoplasmic, carboxy-terminus of the beta-2 adrenergic receptor.	BIND
154	9368	9560162,9671706,11882663	Co-crystal Structure; Reconstituted Complex	BioGRID
154	9368	9560162,9671706	-	HPRD
154	9368	9560162,9671706,12621035	PDZ domain of NHERF binds to the C-terminus of B2AR.	BIND
154	9351	9671706	Reconstituted Complex	BioGRID
154	9351	9671706	PDZ1 domain of NHERF-2 interacts with the C-terminal tail of beta2-AR.	BIND
154	9351	9671706	-	HPRD
154	2870	9819198	Biochemical Activity	BioGRID
154	2870	9819198	-	HPRD
154	2885	9830057	Affinity Capture-Western; Reconstituted Complex	BioGRID
154	2885	9830057	-	HPRD
154	9590	9880537,11309381	Affinity Capture-Western; Co-fractionation; Reconstituted Complex	BioGRID
154	9590	9880537,11309381|11309381	-	HPRD
154	5530	9880537	Co-fractionation	BioGRID
154	6714	11013230	Affinity Capture-Western	BioGRID
154	4985	11278447	Affinity Capture-Western; FRET	BioGRID
154	4985	11278447	-	HPRD
154	154	11278447	FRET	BioGRID
154	156	11309381	Affinity Capture-Western	BioGRID
154	3760	12297500	Affinity Capture-Western	BioGRID
154	3762	12297500	Affinity Capture-Western	BioGRID
154	7316	18544533	Affinity Capture-Western	BioGRID
154	2767	7797501	-	HPRD
154	3763	12297500	-	HPRD
154	407	11877451	-	HPRD
154	9495	10753752	-	HPRD
154	3765	12297500	-	HPRD
154	2769	7608160,7797501	-	HPRD
154	9630	7797501	-	HPRD
155	6714	11013230	Affinity Capture-Western; Reconstituted Complex	BioGRID
155	6714	11013230	-	HPRD
155	2778	8011597	-	HPRD
156	185	9211925	Affinity Capture-Western	BioGRID
156	1910	9211925	Affinity Capture-Western	BioGRID
156	28964	9826657,10896954	Affinity Capture-Western	BioGRID
156	28964	9826657	-	HPRD
156	857	10085129	Reconstituted Complex	BioGRID
156	2492	10379886	Biochemical Activity	BioGRID
156	2492	10379886	-	HPRD
156	6010	10722682	Reconstituted Complex	BioGRID
156	6010	10722682	-	HPRD
156	1233	10754297	Affinity Capture-Western	BioGRID
156	1233	10754297	-	HPRD
156	5082	10884381	Biochemical Activity	BioGRID
156	5082	10884381	-	HPRD
156	5132	10884381	Biochemical Activity	BioGRID
156	5132	10884381	-	HPRD
156	9815	10896954	Affinity Capture-Western	BioGRID
156	9815	10896954	-	HPRD
156	6714	12624098	Affinity Capture-Western	BioGRID
156	6714	12624098	-	HPRD
156	5148	12624098	Affinity Capture-Western; Reconstituted Complex	BioGRID
156	5579	12679936	Affinity Capture-Western; Reconstituted Complex	BioGRID
156	5579	12456365	-	HPRD
156	2769	12885252	Affinity Capture-Western; Reconstituted Complex	BioGRID
156	2776	12885252	Affinity Capture-Western; Reconstituted Complex	BioGRID
156	2776	12885252	-	HPRD
156	408	8885248	-	HPRD
156	23413	12351722	-	HPRD
156	5037	14654844	RKIP interacts with GRK-2. This interaction was modelled on a demonstrated interaction between RKIP from an unspecified species and human GRK-2.	BIND
156	5957	12507501	-	HPRD
156	9590	11309381	-	HPRD
157	28964	9826657	Affinity Capture-Western	BioGRID
157	28964	9826657	-	HPRD
157	1233	10754297	Affinity Capture-Western	BioGRID
157	1233	10754297	-	HPRD
157	7852	11668182	Affinity Capture-Western	BioGRID
157	7852	11668182	-	HPRD
160	1175	7593184	Two-hybrid	BioGRID
160	1175	7593184	-	HPRD
160	2060	9049247	Affinity Capture-Western	BioGRID
160	2060	8662627|9049247	-	HPRD
160	10938	11423532	Reconstituted Complex	BioGRID
160	51172	11723124	Reconstituted Complex	BioGRID
160	51172	11723124	-	HPRD
160	22841	12364336	Affinity Capture-Western	BioGRID
160	22841	12364336	-	HPRD
160	9685	12429846	Reconstituted Complex	BioGRID
160	9685	12429846	-	HPRD
160	933	12646615	Affinity Capture-Western	BioGRID
160	3897	12942088	Affinity Capture-Western	BioGRID
160	1808	12942088	Affinity Capture-Western; Reconstituted Complex	BioGRID
160	8650	12942088	Affinity Capture-Western; Reconstituted Complex	BioGRID
160	8650	12942088	-	HPRD
160	2690	10551776	-	HPRD
160	3092	11532990	-	HPRD
160	29924	9723620	-	HPRD
160	274	9280305	-	HPRD
160	8301	10436022	-	HPRD
160	7913	12595566	-	HPRD
160	9066	7791877	-	HPRD
160	9342	11423532	-	HPRD
160	84258	7791877	-	HPRD
160	6464	8617812,11302736	-	HPRD
161	6464	8617812	Affinity Capture-Western; Reconstituted Complex	BioGRID
161	6464	8617812	-	HPRD
161	1213	9280305	Reconstituted Complex	BioGRID
161	273	9280305	Reconstituted Complex	BioGRID
161	3064	9700202	Two-hybrid	BioGRID
161	29924	9723620	Affinity Capture-Western; Reconstituted Complex	BioGRID
161	472	10608806	Protein-peptide	BioGRID
161	545	10608806	Protein-peptide	BioGRID
161	2060	10809762	Reconstituted Complex	BioGRID
161	2060	9049247	-	HPRD
161	1601	11247302	Affinity Capture-Western	BioGRID
161	9829	11470803	-	HPRD
161	163	12086608	-	HPRD
161	1174	11707398	-	HPRD
161	1759	10430869	-	HPRD
161	10928	10910768	RLIP76 interacts with alpha-adaptin.	BIND
161	274	10430869	-	HPRD
162	1213	9280305	Reconstituted Complex	BioGRID
162	1213	11451993	-	HPRD
